global_signal	global_signal_derivative1	global_signal_power2	global_signal_derivative1_power2	csf	csf_derivative1	csf_power2	csf_derivative1_power2	white_matter	white_matter_derivative1	white_matter_power2	white_matter_derivative1_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	c_comp_cor_06	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	w_comp_cor_18	w_comp_cor_19	w_comp_cor_20	w_comp_cor_21	w_comp_cor_22	w_comp_cor_23	w_comp_cor_24	w_comp_cor_25	w_comp_cor_26	w_comp_cor_27	w_comp_cor_28	w_comp_cor_29	w_comp_cor_30	w_comp_cor_31	w_comp_cor_32	w_comp_cor_33	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	a_comp_cor_22	a_comp_cor_23	a_comp_cor_24	a_comp_cor_25	a_comp_cor_26	a_comp_cor_27	a_comp_cor_28	a_comp_cor_29	a_comp_cor_30	a_comp_cor_31	edge_comp_00	edge_comp_01	edge_comp_02	edge_comp_03	edge_comp_04	edge_comp_05	edge_comp_06	edge_comp_07	edge_comp_08	edge_comp_09	edge_comp_10	edge_comp_11	edge_comp_12	edge_comp_13	edge_comp_14	edge_comp_15	edge_comp_16	edge_comp_17	edge_comp_18	edge_comp_19	edge_comp_20	edge_comp_21	edge_comp_22	edge_comp_23	cosine00	cosine01	cosine02	trans_x	trans_x_derivative1	trans_x_power2	trans_x_derivative1_power2	trans_y	trans_y_derivative1	trans_y_derivative1_power2	trans_y_power2	trans_z	trans_z_derivative1	trans_z_power2	trans_z_derivative1_power2	rot_x	rot_x_derivative1	rot_x_power2	rot_x_derivative1_power2	rot_y	rot_y_derivative1	rot_y_power2	rot_y_derivative1_power2	rot_z	rot_z_derivative1	rot_z_derivative1_power2	rot_z_power2	motion_outlier00
989712.6512773765	1273.031618210487	979531132098.4938	1620609.5009636113	1180748.4742838542	5189.234944661614	1394166959523.6497	26928159.31089722	994665.519179894	2012.4030139831596	989359495045.408	4049765.890688504	1012340.5871170876	956880.5831705728	0.964712	16.360498	0.1988560109846576	0.1048243376564509	0.1282844627	0.0652323677	-0.0095801501	-0.0321674076	-0.0529110997	-0.0354736215	-0.0338971303	0.0971454563	0.0748805958	0.0547751007	0.11291832	0.1260468106	0.0053202985	0.0705807671	-0.0505679318	-0.0095007122	0.0594663723	-0.0157956542	-0.0130366913	0.1165623306	-0.0744088104	-0.0501573372	0.0127139717	0.0334915602	-0.0322627287	-0.1521395947	0.2175335745	-0.0407953923	0.1276150403	0.0186793564	0.1361193684	-0.0381302691	0.1065118838	0.0549209343	0.0287115873	0.1624380508	0.0974935885	-0.0329833421	-0.1006570548	3.71468e-05	0.075352939	0.0722338755	0.114827023	-0.0852762711	-0.0114551444	0.1277237059	0.0069161636	0.0713651128	0.0658476941	0.0136361955	-0.0422689412	-0.0079143327	-0.0683959244	-0.0837379829	0.0417237602	-0.1030527538	0.0409552857	0.0624232967	-0.0434476804	-0.1556951694	0.0979236876	-0.1446299335	0.0849207135	0.0104679251	-0.0592084985	-0.009761922	0.0171094206	-0.1084416102	-0.2068031369	0.0805874406	0.1034696316	0.0398636549	0.096735192	0.0502703675	0.0495612384	-0.1274821165	-0.0532499239	-0.040457005	-0.0615208552	-0.0198581751	0.0021648505	1.23443e-05	0.0299182373	0.2021268029	-0.0074563687	0.0420183603	0.1664665342	-0.0478811269	-0.0378502874	-0.0396557405	0.030849702	-0.1546869863	-0.04303565	-0.1334526212	-0.0070369551	-0.0979205623	0.2566194713	0.0800816567	-0.062252986	0.0584786227	0.0266057068	0.0228235037	-0.1064475877	-0.0649037979	0.0755162558737509	0.0043705985967078	0.0057027049011898	1.910213209354502e-05	0.1139402332062644	-0.0576788368611148	0.003326848221651	0.0129823767430979	-0.0274521054253682	-0.0586986006760099	0.0007536180922855	0.0034455257213216	0.0035402010432955	0.0010162627901078	1.2533023426950548e-05	1.032790058557691e-06	-0.0002097670798846	0.0003302010426027	4.400222780331215e-08	1.0903272853591008e-07	0.0018268784023167	0.000215695664306	4.652461960040668e-08	3.3374846968512183e-06	0.0
989170.9804373984	-541.6708399780327	978459228539.484	293407.29888250754	1182019.973388672	1271.4991048178636	1397171217489.757	1616709.9735526284	992025.6917044596	-2639.827475434402	984114973001.7115	6968689.100058368	1009078.880761832	966022.7689778644	0.959119	16.26565	0.1783541817944199	0.0953342523537907	0.111249656	0.0936418598	-0.1242879132	-0.0616689687	-0.0311637891	-0.0564090529	-0.1129932062	-0.1433601251	0.0245853314	0.0919908722	-0.0044451344	0.1213629344	-0.0545357234	-0.0071932734	-0.0339096761	-0.0330855332	0.0389963411	0.0266305979	0.0749268303	0.0400385376	0.0280156028	-0.1286802109	0.062563276	0.0407299467	-0.0028350982	-0.1325839177	-0.0468609377	-0.0277630163	0.0290823601	0.0349318399	-0.0050206353	-0.0965027275	0.0802169238	-0.030662196	0.0425667773	0.0758281388	0.1616979123	0.1746244859	-0.0027816372	0.100903744	-0.0582102905	0.0506236065	-0.192184783	-0.0086191722	0.0597439348	0.126401055	-0.0376741435	-0.0447771821	-0.0416653664	0.0454182452	0.0752841856	0.0298702601	-0.0412682396	-0.0474324211	0.0570182757	-0.0818409639	-0.0320906016	0.064444438	-0.0302558786	-0.1003408174	-0.0923355521	-0.0960656334	0.0505535308	-0.0449128284	-0.0028803061	-0.0016203934	-0.0609445511	0.0028926822	-0.0612289087	-0.0421544337	-0.0881356252	0.0596963865	0.1183815346	0.0766527456	-0.0522259414	0.0887568254	-0.1989110707	-0.0569132536	0.0856582988	0.0789007625	-0.0867933141	-0.0891886803	0.0142981024	0.0992548676	-0.0337612647	0.0191017708	0.105254462	-0.0586417101	-0.0710540445	-0.0372922766	0.117202482	-0.0949600849	-0.0415010606	-0.1137405002	0.1244459088	-0.0702976193	0.1156396695	-0.059741864	0.0082810129	-0.0497538634	-0.0639988155	0.0204479845	-0.1082280018	-0.0587790397	0.0713352075292022	-0.0041810483445487	0.0050887118332343	1.748116525945344e-05	0.1685661742645834	0.054625941058319	0.0029839934365069	0.0284145551061979	0.024695234215784	0.0521473396411522	0.0006098545929724	0.0027193450316496	0.0026089332322566	-0.0009312678110389	6.806532610372871e-06	8.672597358771845e-07	-0.0005037782110905	-0.0002940111312059	2.537924859695444e-07	8.644254527297294e-08	0.0017041602895535	-0.0001227181127632	1.505973520016147e-08	2.904162292491069e-06	0.0
988452.3370745252	-718.6433628732339	977038022668.0908	516448.2830017505	1179108.818725586	-2911.1546630861703	1390297606396.4468	8474821.472408354	992615.1889172336	589.4972127740039	985284913269.1952	347506.9638683192	1010861.9787764952	956763.0393508184	0.9779540000000002	16.585066	0.113867732362607	0.0590689406503942	0.1060008845	0.108017818	-0.0161760343	0.0153902635	-0.036891676	-0.0811783148	-0.026848883	0.0083730096	0.1244543287	0.0307660335	0.08925131	0.1164098946	-0.0541805893	0.0357370834	-0.0188138599	-0.0134208363	0.0713897838	-0.0599547094	0.0672880153	0.0073217299	-0.0421985996	-0.0163954636	-0.0584159778	-0.0683768226	-0.0420846986	-0.0234863897	0.1021151087	-0.052793601	0.0875704812	0.172538509	-0.0664523336	0.0174755691	0.0175765447	0.0007043597	-0.0169712961	0.0247458968	0.1120008235	0.1297019475	-0.100812651	0.1719858411	-0.1361503192	0.0760098473	-0.0144504866	0.067283644	0.1383228737	0.1263363294	-0.0412213911	0.0383245658	0.0325002233	-0.0133724046	0.0007005214	0.0555442204	-0.0738229715	-0.024831185	0.0362350318	-0.0208792756	0.0470271221	-0.0039785286	-0.0715037029	0.083870404	0.083780399	-0.214105023	0.0426732416	-0.1223530248	-0.018311491	0.0168204717	0.023239606	-0.040741475	-0.0895130773	-0.0828311815	0.0289702445	0.0173954742	0.2122449313	0.0571217362	0.0344928601	0.1743909633	-0.0465028099	-0.0367481567	-0.0452780407	-0.0038986783	0.0045932145	-0.1013185103	0.0287919267	0.1450318536	-0.0077501414	0.0600037569	0.1745475573	0.0417298316	0.1039296306	-0.1145259408	-0.0102684052	0.0460278116	-0.0845428486	0.0191986073	-0.0829476581	-0.137248883	0.2074600213	0.1013543592	0.036383806	0.0385639429	-0.1017105259	0.0180634961	-0.1098185471	-0.0524223074	0.0760143042410135	0.0046790967118113	0.0057781744492453	2.189394603848343e-05	0.1446497452934636	-0.0239164289711197	0.0005719955747306	0.0209235488134638	-0.015625655811192	-0.040320890026976	0.0002441611195298	0.0016257741725674	0.0031092010929471	0.0005002678606904	9.66713143638344e-06	2.502679324398493e-07	-0.0002106886547366	0.0002930895563539	4.438970923471824e-08	8.590148804372591e-08	0.0018098292055631	0.0001056689160095	1.1165919810643884e-08	3.275481753309161e-06	0.0
988850.8694330544	398.5323585291626	977826041978.5074	158828.040794817	1178556.2330729167	-552.5856526691932	1388994794515.0232	305350.90353583824	988478.1675170067	-4137.021400226862	977089087657.7795	17114946.065935027	1005879.972542828	958801.2684616816	1.041272	17.658871	0.1286689176199661	0.0768972923690234	0.0522363449	0.1435613391	-0.1212454828	-0.0233499423	0.0037152626	-0.1252033505	-0.1782664498	-0.1435094268	-0.0454629055	-0.005297449	-0.0002687122	0.0951641279	-0.1560156187	-0.0232399723	0.042230576	0.0364368618	-0.0638683074	-0.033376027	0.1092182853	-0.0728544416	0.0060878017	-0.0624169335	0.0254005858	0.1560630273	0.0550563127	0.0675893688	-0.1468763522	-0.0285324634	0.1316505621	-0.0430848362	-0.0311362553	-0.1093825982	-0.0736421987	-0.0759024615	-0.0534462076	-0.15615514	-0.0444162985	-0.0133809147	-0.1496720051	0.099965691	-0.0739054254	0.1006788581	-0.0349991184	-0.0667206018	0.1372072534	0.1044184094	-0.1186287994	-0.06858622	-0.0603089057	-0.0398282692	0.0765680602	0.0798779332	0.0525631184	0.0419756233	-0.0710032792	-0.0012985475	-0.0605844124	-0.0227126733	0.2256789141	0.0512863358	-0.1114980284	-0.0572859437	0.1123955058	-0.0015406423	7.96274e-05	0.0731234294	0.0838500002	0.1491774257	0.1674378687	0.0215813655	-0.0740429678	0.0014172314	0.052249306	0.1350240332	-0.0322262841	-0.0621821146	-0.0633407049	-0.0588569015	0.0839999159	0.0661179749	-0.0032938267	-0.2310764188	0.044579705	0.0284092441	-0.0683671115	0.1184008495	-0.0480960922	0.1335542385	0.0509655351	0.0045695711	0.1901026121	0.0732283985	0.052024224	0.0390683152	0.0188297964	0.0045475263	-0.0132679565	0.0395590315	0.1954875734	-0.0152920054	-0.4298763826	0.0156710845	-0.1112164334	-0.0458586883	0.0709605335912755	-0.005053770649738	0.0050353973275585	2.5540597780153373e-05	0.2123984569217185	0.0677487116282548	0.0045898879272884	0.0451131045027271	0.0086043518864613	0.0242300076976533	7.403487138605012e-05	0.0005870932730283	0.0026771718480674	-0.0004320292448796	7.167249104084618e-06	1.866492684313237e-07	-0.0002118448865262	-1.156231789600006e-06	4.4878255947298565e-08	1.3368719512816326e-12	0.001610286129346	-0.0001995430762171	3.9817439266183415e-08	2.5930214183641225e-06	0.0
990229.2599124196	1378.3904793652473	980553987186.6982	1899960.3136047565	1184406.585205078	5850.352132161148	1402818959077.1533	34226620.07028249	990272.513605442	1794.346088435268	980639651202.4404	3219677.8850829466	1008262.8034262486	970430.5262323288	1.212399	20.560997	0.1600932806218106	0.0849062047891287	-0.0556999743	0.1205091817	-0.1171820447	0.1069712472	0.1047125003	-0.0324690306	-0.0408357648	-0.0687836215	0.0898695712	-0.0087201218	0.0849820622	-0.0311238739	-0.1150126195	-0.0354630451	-0.1365201442	0.1423554221	-0.1236164595	-0.1328006574	-0.1182418986	-0.1253871405	-0.0325445408	-0.0290025639	0.0535536578	0.0161882059	0.026751952	0.1428720945	0.1766486777	-0.0998330671	0.1567941329	0.0314043083	0.1226767868	-0.0359334158	-0.0029588129	-0.1023627927	-0.1088060168	-0.0090054205	-0.0002042213	-0.0870165193	-0.2048140724	-0.0950541345	-0.1400309429	0.0076181412	-0.0349851248	-0.0753003851	-0.0307026111	-0.0057823243	-0.1143580429	-0.0224892503	0.1448139009	0.0593314281	0.0363741409	0.0776888454	0.1244788427	0.0667197268	-0.0594061633	-0.0311406304	-0.1691459115	-0.0075797517	0.0727429362	0.0318479692	0.252242413	-0.0120966024	0.1354424811	-0.0162699132	-0.0681902378	0.0104833132	0.1083695977	0.0275452124	0.0578298487	0.0747274327	0.1637676517	0.1639147388	-0.0360781234	0.0331950917	-0.1203119343	0.0684039429	0.0430557588	-0.0861943894	-0.0427936213	0.0326291131	0.1234610234	-0.1632416483	-0.0251855244	-0.0827667768	-0.1948676404	0.026161245	0.0154854769	0.036334174	0.0298602293	0.1580086053	0.1763344885	-0.0079140318	0.0470639774	-0.0385647763	-0.2022963069	-0.0722663499	-0.0863874111	0.0509840861	0.0539968426	-0.0587225874	-0.0805824071	0.013271799	-0.1124192083	-0.0391140859	0.0715922973641625	0.000631763772887	0.0051254570418786	3.991254647324319e-07	0.1687357530650075	-0.043662703856711	0.0019064317080788	0.0284717543624151	-0.0552757838060813	-0.0638801356925426	0.0030554122753766	0.0040806717360976	0.002758697807805	8.152595973759998e-05	7.610413594788113e-06	6.646482111136774e-09	-0.0006510694027626	-0.0004392245162364	4.238913672136486e-07	1.929181756630996e-07	0.0021279091993654	0.0005176230700194	2.679336426163087e-07	4.5279975607438975e-06	0.0
991999.0362215017	1769.7763090820515	984062087864.3882	3132108.18418809	1199262.73445638	14856.149251302006	1438231106255.7937	220705170.5769612	991859.615787982	1587.1021825399948	983785497431.0833	2518893.337823215	1009041.8570521196	971092.4344633556	1.238201	20.998575	0.0779844480461018	0.0595416522555056	-0.1016097229	0.0552737857	-0.2138543261	-0.0370494269	0.1105657664	0.0514452453	-0.2654200754	-0.0106155168	-0.0782067027	0.0197184648	0.0096836228	-0.0576674238	-0.1059696783	0.019156581	-0.1340299832	0.0053019721	-0.1401892984	0.0054447107	-0.0615729832	-0.1073334566	-0.0469745884	-0.12553822	0.2416337204	0.2086066815	-0.0009382578	0.0988175765	-0.0120021153	0.1149305093	0.0925271908	0.0290730518	0.0659157099	-0.0170516504	-0.0863655312	-0.09330066	-0.0058520498	-0.0490823886	-0.0210697594	0.0958090248	-0.0658754137	-0.1346664774	-0.0202751845	0.0319035165	0.0097920236	0.1279226994	0.0579455711	-0.0420892591	-0.1176836263	-0.0055895265	-0.0486527809	0.1520917207	0.0132647023	0.0521067987	0.1241501378	0.0680889766	-0.0564262476	-0.0960605988	-0.2842105349	-0.0598629482	0.1888636137	-0.0458988922	0.0691215305	-0.1155453673	0.0534482082	0.106062044	-0.0505810927	0.0091226246	0.0071589197	-0.0486844549	0.0434632793	-0.0579178996	-0.0310102148	0.0926394509	0.0113125266	-0.0868023758	-0.0374702601	0.0313004044	0.0364441727	-0.0486478884	0.1198676765	0.0804132707	0.0718095026	-0.1182015184	0.0300550015	-0.1125041813	-0.049046964	0.1729513793	0.0627940693	0.0849831758	0.0769911337	0.1017122422	0.1716743211	0.0609974189	0.0059106346	-0.1299240816	-0.113475257	-0.0563831055	-0.0638471518	-0.1063599441	0.0244454432	-0.1075909833	0.0015035979	0.010866692	-0.1134247617	-0.032215118	0.0716245710230936	3.227365893108958e-05	0.0051300791742421	1.041589060800298e-09	0.168965668243274	0.0002299151782665	5.2860989197321016e-08	0.0285493970448961	0.0048174096787079	0.0600931934847892	2.3207436012508548e-05	0.0036111919032003	0.0030073141851213	0.0002486163773162	9.043938608031789e-06	6.181010306988077e-08	-0.0007548034134989	-0.0001037340107363	5.697281930295914e-07	1.0760744983438814e-08	0.0021281401257951	2.3092642970025046e-07	5.332701593410471e-14	4.528980395019185e-06	0.0
989749.5302186812	-2249.506002820446	979604132568.1	5060277.256725221	1198046.852294922	-1215.88216145779	1435316260293.771	1478369.4305512677	994099.7220332576	2240.106245275587	988234257346.6	5018075.990122688	1012223.2462616144	980345.2299339656	1.226333	20.797314	0.1381027387487567	0.0681938961817657	-0.1246609949	0.0009383895	-0.0513213564	0.1503966047	0.1612321174	0.1475924296	-0.0198533871	-0.0412684168	0.1371348094	-0.0675320924	-0.0104148835	-0.1186007406	0.0101468437	0.055515016	-0.1043817391	0.0252153057	-0.1643546769	-0.066269946	-0.1130714937	0.1097094003	0.0433115158	-0.1198364914	0.0724559264	-0.0780819546	0.1642018396	-0.0896201036	-0.0088694279	-0.008069615	0.093737268	0.0201038114	0.009351612	0.0520203115	-0.164614101	0.023335191	-0.0283163597	-0.0544235937	-0.0466894024	0.1604147212	0.0452825235	-0.0163004833	-0.0784682173	-0.1053067469	-0.0264818937	-0.1053497215	-0.0050637678	-0.1150476898	-0.008829312	0.0610678265	0.100034161	0.0901163159	0.0092246025	0.101009772	0.1730938537	0.0010654915	0.166759059	-0.0087925536	-0.0926476418	0.1939087451	0.0646596981	0.0487917597	-0.1127661516	-0.0349385943	0.0193735846	-0.0438439392	-0.0850832772	0.0312074928	0.0745263053	-0.1154069911	0.0573359025	0.1080867381	-0.0179362966	-0.0170397527	-0.0449942005	-0.0675829898	-0.1648396576	-0.0366561132	-0.0381957984	-0.0511573194	-0.0239862215	0.0036143662	0.1295915855	-0.0854030506	0.097580046	-0.0974687279	-0.2055165681	0.2007555136	-0.025927922	0.0263906959	0.0628828196	-0.0268931687	0.0586412916	0.0127351874	0.0662318696	-0.0694977129	-0.0248341616	-0.0960054126	-0.0581963015	0.0301580826	-0.0752679908	0.1056302264	0.0147842574	0.0084568186	-0.1142313295	-0.0251890118	0.0711485731441143	-0.0004759978789792	0.0050621194604433	2.2657398079279037e-07	0.1361418022386118	-0.0328238660046621	0.001077406179492	0.0185345903167772	-0.0477534295673223	-0.0525708392460302	0.0022803900354412	0.0027636931390319	0.0027307559215021	-0.0002765582636191	7.457027902818783e-06	7.648447317606688e-08	-0.0002719856795094	0.0004828177339895	7.397620985819007e-08	2.331129642547556e-07	0.0018428754110221	-0.000285264714773	8.137595749452118e-08	3.396189780549874e-06	0.0
988664.2281577731	-1085.302060908056	977456956038.8052	1177880.5634112733	1191490.8902180989	-6555.962076823227	1419650541472.7178	42980638.752744325	991004.6406368105	-3095.0813964471454	982090197763.6938	9579528.850633211	1008335.6982614693	964690.7714006696	1.06877	18.125212	0.1477439009033941	0.0725779021956875	-0.1107666486	-0.0091222924	-0.1034464017	-0.060786849	0.0895530998	0.0545868198	-0.1494799382	-0.0137674933	-0.030877565	-0.1357467679	-0.1384046192	-0.0948193627	-0.0866345177	-0.011896536	-0.0788052711	0.0386469116	-0.0458670957	0.0553295549	-0.0088057335	0.0034812336	0.1203931729	-0.0701228017	0.0897064191	0.1013306359	0.0382433314	0.1119867772	0.0034326874	0.0305043437	-0.0127777261	-0.0478471058	0.056940329	-0.0474634043	-0.0804035494	0.0011381934	0.0050039394	0.0891441643	-0.0003034008	0.0406156457	0.0508406346	0.0693940674	-0.0338881885	-0.1157336892	0.0547302208	-0.1168881141	0.0128848469	-0.0795146507	-0.085454358	-0.0360502172	-0.0464599873	0.0897189398	0.0910353563	-0.029478366	0.0432459135	0.0056912443	0.086027036	0.0154321626	-0.1429589871	-0.0241101256	0.1397796665	0.0045626706	0.0368465236	0.1006839983	0.0674713532	0.047881716	0.0075044909	-0.0030571299	0.0007264651	-0.0484702041	0.0482933549	0.1053157437	-0.023447225	-0.0642278234	0.0674649675	0.0262762429	-0.0114784874	0.0214944355	-0.0639683807	-0.0125782508	0.107781048	0.0917527012	0.0349823493	-0.0266409283	0.0755292563	-0.0949049319	-0.0770531221	0.1901254104	0.0677407937	0.0788471763	0.1150086399	-0.0182669883	0.0771211128	0.0048141303	0.077067578	-0.0298301715	-0.0034116182	0.090223511	-0.076880475	-0.0835776311	-0.0151713017	0.0681495572	0.0115738381	0.0060432357	-0.1148374968	-0.0180634961	0.0683002862252379	-0.0028482869188763	0.0046649290984494	8.1127383722424e-06	0.1738340671987543	0.0376922649601424	0.0014207068378255	0.030218282918861	0.008638221744448	0.0563916513117703	7.461887490625424e-05	0.0031800183376682	0.0032636158968439	0.0005328599753418	1.0651188722132214e-05	2.8393975332126376e-07	-0.000686112721298	-0.0004141270417885	4.70750666326947e-07	1.7150120674057684e-07	0.0017736284739004	-6.924693712169992e-05	4.7951383007366626e-09	3.145757963430262e-06	0.0
987452.9401327088	-1211.288025064394	975063308976.731	1467218.6796643997	1181244.8416341145	-10246.048583984377	1395339375887.2043	104981511.58536822	992198.2073412698	1193.566704459372	984457282651.2296	1424601.477994006	1010618.7126342916	969849.2347260974	1.098298	18.625969	0.0662549584591144	0.0375910171578372	-0.077195395	-0.064144456	0.0462660325	0.0671837459	0.0469958064	0.0998800221	0.1385189238	-0.0544224075	0.0382307372	0.0746583559	-0.0693482344	-0.0951533345	-0.0013175305	-0.0198844035	0.061793543	0.0468918188	-0.0756426124	-0.0977325711	-0.0643461597	0.1260267083	0.0287211081	-0.1384771372	0.018370565	-0.128643705	-0.0604581813	0.074139311	-0.0877682284	0.0592978296	0.1283992081	0.053418663	-0.0035831973	-0.1802048506	-0.0636416437	-0.0564462694	0.0212215629	-0.0722428268	-0.1155037042	-0.1035804977	-0.1236300454	0.1965018286	0.0535592219	-0.1138507951	-0.0364853553	0.1304953403	-0.0982453067	-0.1015437105	0.0155058517	0.0043180753	0.075066754	-0.1162644998	0.009180115	0.121826076	0.0807052314	-0.0414369624	0.1185611389	-0.0612010009	-0.0682328723	0.0782215058	-0.0182311983	0.1502147911	-0.0610997878	-0.0172522439	0.1285109148	0.2073263702	0.0193189843	-0.0183319488	0.085313562	0.0855761526	0.0753407442	-0.0017860773	0.1398338	-0.0423514968	0.1233440709	0.1693460713	0.0925807748	-0.0626736386	-0.0384466092	-0.0314047349	-0.0109515054	-0.0059396194	0.0582628873	-0.0427937713	0.0968479206	-0.0825139888	-0.2279004443	0.1147789633	-0.0924039077	-0.0358374802	0.069446038	0.0149754132	0.0707440134	0.068135384	0.0700718148	0.0630658363	0.0458600157	-0.1099075616	0.0018950622	-0.0090951677	-0.0728163665	0.028534566	0.0994128696	0.003627002	-0.1152422001	-0.010866692	0.0713871796388332	0.0030868934135953	0.005096129416787	9.52891094689807e-06	0.1632283458705785	-0.0106057213281758	0.0001124813248909	0.0266434928956451	-0.0274981510459753	-0.0361363727904232	0.0007561483109472	0.0013058374384484	0.003080026811783	-0.0001835890850609	9.48656516130215e-06	3.3704952153498465e-08	-0.0006068705622643	7.924215903369993e-05	3.6829187934298763e-07	6.279319768322192e-09	0.0017079402994566	-6.568817444380006e-05	4.314936261759107e-09	2.9170600665079e-06	0.0
989760.8338807786	2307.8937480698805	979626508284.3744	5326373.552380041	1181850.130045573	605.2884114584886	1396769729888.7378	366374.06104594056	993046.77111678	848.563775510178	986141889625.4624	720060.4811080877	1010528.722769672	967405.1971586682	1.1344	19.238224	0.086281288876584	0.0432827380727636	0.0011767438	-0.1159220144	-0.072346917	-0.1185436528	-0.0994537681	0.0677644405	-0.0584172177	-0.0249978968	-0.2018840757	0.0900079088	0.042376637	-0.0303305874	0.0701445799	-0.0354579414	0.0858734171	-0.0980953875	-0.1086375459	-0.1368742451	0.1404744238	-0.0552046749	0.0606013068	-0.1816976565	0.1206938445	0.0929259372	0.1122045386	0.0605494669	0.0608637915	0.0444418522	-0.1319913312	-0.0376167012	-0.0228128779	-0.0760245984	-0.0846684236	0.047812164	0.0628775623	-0.0585877749	0.0552381438	0.060826118	0.0686889713	0.2019637128	-0.1610745047	-0.0141373911	0.0919831635	0.0682856068	0.022723217	-0.0403259533	0.0784130898	-0.0277946837	-0.1668214753	-0.0369858381	0.0237226757	0.1622143307	0.0073716311	-0.0866969883	-0.0172629346	0.0427169727	-0.2270682373	0.0927115096	0.074186145	-0.0172782509	0.0917221837	0.0659901737	0.0451519436	-0.0328169715	0.0269364222	0.1182767601	0.012257903	-0.1533656716	0.0723957656	-0.1307263209	-0.1712495315	-0.0448133013	0.150552763	-0.0231866786	0.0286943791	0.0175996576	0.0047973926	-0.0005332682	0.1127449009	0.0637939404	-0.0061405063	0.0583099637	0.0578159568	-0.0436907087	-0.0782854482	0.1545699692	-0.0550390207	-0.0192629499	0.1289130413	0.0199782147	0.1716713294	-0.0976779076	0.0452878164	0.1361088971	-0.0865832517	0.0802045153	-0.0240736553	0.0365811129	0.0127858909	-0.1642498213	0.1136283165	0.0012091775	-0.1154447293	-0.003627002	0.071385771469778	-1.4081690552086856e-06	0.0050959283683353	1.9829400880473226e-12	0.1743622924251866	0.0111339465546081	0.0001239647658808	0.0304022090197662	0.0085463437107904	0.0360444947567657	7.303999082296663e-05	0.0012992056022705	0.0034347166698467	0.0003546898580637	1.1797278602122804e-05	1.2580489541324765e-07	-0.0006849695815747	-7.809901931039994e-05	4.691833276826196e-07	6.099456817246223e-09	0.0020571802100056	0.000349239910549	1.219685151202737e-07	4.231990416438685e-06	0.0
